year,female_parent,male_parent
2019,PHN11_PHW65_0372,LH195
2019,PHN11_PHW65_0058,LH195
2019,PHN11_PHW65_0110,LH195
2019,PHN11_PHW65_0257,LH195
2019,PHN11_PHW65_0079,LH195
2019,PHN11_PHW65_0227,LH195
2019,PHN11_PHW65_0315,LH195
2019,PHN11_PHW65_0322,LH195
2019,PHN11_PHW65_0066,LH195
2019,PHN11_PHW65_0336,LH195
2019,PHN11_PHW65_0105,LH195
2019,PHN11_PHW65_0023,LH195
2019,PHN11,LH195
2019,PHN11_PHW65_0190,LH195
2019,PHN11_PHW65_0167,LH195
2019,PHN11_PHW65_0221,LH195
2019,PHN11_PHW65_0141,LH195
2019,PHN11_PHW65_0061,LH195
2019,F42,OH43
2019,PHN11_PHW65_0333,LH195
2019,PHN11_PHW65_0343,LH195
2019,PHN11_PHW65_0070,LH195
2019,PHN11_PHW65_0212,LH195
2019,PHN11_PHW65_0075,LH195
2019,PHN11_PHW65_0205,LH195
2019,PHN11_PHW65_0132,LH195
2019,PHN11_PHW65_0251,LH195
2019,PHN11_PHW65_0494,LH195
2019,PHN11_PHW65_0106,LH195
2019,PHN11_PHW65_0211,LH195
2019,PHN11_PHW65_0176,LH195
2019,PHN11_PHW65_0084,LH195
2019,PHN11_PHW65_0451,LH195
2019,PHN11_PHW65_0359,LH195
2019,PHN11_PHW65_0017,LH195
2019,PHN11_PHW65_0096,LH195
2019,PHN11_PHW65_0591,LH195
2019,PHN11_PHW65_0063,LH195
2019,PHN11_PHW65_0258,LH195
2019,PHN11_PHW65_0101,LH195
2019,PHN11_PHW65_0408,LH195
2019,PHN11_PHW65_0300,LH195
2019,PHN11_PHW65_0604,LH195
2019,PHN11_PHW65_0393,LH195
2019,PHN11_PHW65_0478,LH195
2019,PHN11_PHW65_0341,LH195
2019,PHN11_PHW65_0352,LH195
2019,PHN11_PHW65_0395,LH195
2019,PHN11_PHW65_0155,LH195
2019,PHN11_PHW65_0119,LH195
2019,PHN11_PHW65_0284,LH195
2019,PHN11_PHW65_0011,LH195
2019,PHN11_PHW65_0305,LH195
2019,PHN11_PHW65_0113,LH195
2019,PHN11_PHW65_0072,LH195
2019,PHN11_PHW65_0032,LH195
2019,PHN11_PHW65_0512,LH195
2019,PHN11_PHW65_0421,LH195
2019,PHN11_PHW65_0431,LH195
2019,PHN11_PHW65_0358,LH195
2019,PHN11_PHW65_0486,LH195
2019,PHN11_PHW65_0117,LH195
2019,PHN11_PHW65_0261,LH195
2019,PHN11_PHW65_0418,LH195
2019,B37,OH43
2019,PHN11_PHW65_0448,LH195
2019,PHN11_PHW65_0323,LH195
2019,PHN11_PHW65_0260,LH195
2019,PHN11_PHW65_0267,LH195
2019,PHN11_PHW65_0100,LH195
2019,PHW65,LH195
2019,PHN11_PHW65_0464,LH195
2019,PHN11_PHW65_0027,LH195
2019,PHN11_PHW65_0189,LH195
2019,F42,H95
2019,PHN11_PHW65_0279,LH195
2019,PHN11_PHW65_0001,LH195
2019,PHN11_PHW65_0103,LH195
2019,PHN11_PHW65_0374,LH195
2019,PHN11_PHW65_0138,LH195
2019,PHN11_PHW65_0369,LH195
2019,PHN11_PHW65_0481,LH195
2019,PHN11_PHW65_0432,LH195
2019,PHN11_PHW65_0577,LH195
2019,PHN11_PHW65_0250,LH195
2019,PHN11_PHW65_0087,LH195
2019,PHN11_PHW65_0242,LH195
2019,PHN11_PHW65_0291,LH195
2019,PHN11_PHW65_0360,LH195
2019,PHN11_PHW65_0266,LH195
2019,PHN11_PHW65_0158,LH195
2019,PHN11_PHW65_0217,LH195
2019,PHN11_PHW65_0064,LH195
2019,PHN11_PHW65_0288,LH195
2019,PHN11_PHW65_0319,LH195
2019,PHN11_PHW65_0548,LH195
2019,PHN11_PHW65_0541,LH195
2019,PHN11_PHW65_0612,LH195
2019,PHN11_PHW65_0365,LH195
2019,PHN11_PHW65_0470,LH195
2019,PHN11_PHW65_0552,LH195
2019,PHN11_PHW65_0069,LH195
2019,CG119,CG108
2019,PHN11_PHW65_0042,LH195
2019,B14A,MO17
2019,PHN11_PHW65_0028,LH195
2019,PHN11_PHW65_0278,LH195
2019,PHN11_PHW65_0081,LH195
2019,PHN11_PHW65_0424,LH195
2019,PHN11_PHW65_0245,LH195
2019,PHN11_PHW65_0344,LH195
2019,PHN11_PHW65_0496,LH195
2019,PHN11_PHW65_0172,LH195
2019,B14A,H95
2019,B37,MO17
2019,PHN11_PHW65_0149,LH195
2019,PHN11_PHW65_0015,LH195
2019,PHN11_PHW65_0407,LH195
2019,PHN11_PHW65_0147,LH195
2019,PHN11_PHW65_0088,LH195
2019,PHN11_PHW65_0086,LH195
2019,PHN11_PHW65_0410,LH195
2019,PHN11_PHW65_0055,LH195
2019,PHN11_PHW65_0443,LH195
2019,PHN11_PHW65_0423,LH195
2019,2369,LH123HT
2019,MO44_PHW65_0396,LH195
2019,MO44,LH195
2019,MO44_PHW65_0009,LH195
2019,MO44_PHW65_0166,LH195
2019,MO44_PHW65_0074,LH195
2019,MO44_PHW65_0020,LH195
2019,MO44_PHW65_0471,LH195
2019,MO44_PHW65_0195,LH195
2019,MO44_PHW65_0324,LH195
2019,MO44_PHW65_0193,LH195
2019,B14A,H95
2019,MO44_PHW65_0113,LH195
2019,MO44_PHW65_0175,LH195
2019,MO44_PHW65_0052,LH195
2019,MO44_PHW65_0253,LH195
2019,MO44_PHW65_0159,LH195
2019,MO44_PHW65_0376,LH195
2019,MO44_PHW65_0184,LH195
2019,MO44_PHW65_0321,LH195
2019,MO44_PHW65_0296,LH195
2019,MO44_PHW65_0350,LH195
2019,MO44_PHW65_0084,LH195
2019,MO44_PHW65_0214,LH195
2019,MO44_PHW65_0098,LH195
2019,MO44_PHW65_0217,LH195
2019,MO44_PHW65_0160,LH195
2019,MO44_PHW65_0034,LH195
2019,MO44_PHW65_0118,LH195
2019,MO44_PHW65_0036,LH195
2019,MO44_PHW65_0191,LH195
2019,MO44_PHW65_0343,LH195
2019,MO44_PHW65_0218,LH195
2019,MO44_PHW65_0104,LH195
2019,MO44_PHW65_0042,LH195
2019,MO44_PHW65_0135,LH195
2019,MO44_PHW65_0060,LH195
2019,MO44_PHW65_0015,LH195
2019,MO44_PHW65_0031,LH195
2019,MO44_PHW65_0023,LH195
2019,B73,PHN82
2019,MO44_PHW65_0247,LH195
2019,MO44_PHW65_0050,LH195
2019,MO44_PHW65_0307,LH195
2019,MO44_PHW65_0136,LH195
2019,MO44_PHW65_0317,LH195
2019,MO44_PHW65_0207,LH195
2019,PHW65,LH195
2019,MO44_PHW65_0250,LH195
2019,F42,MO17
2019,MO44_PHW65_0433,LH195
2019,MO44_PHW65_0397,LH195
2019,MO44_PHW65_0033,LH195
2019,MO44_PHW65_0220,LH195
2019,MO44_PHW65_0268,LH195
2019,MO44_PHW65_0068,LH195
2019,MO44_PHW65_0144,LH195
2019,MO44_PHW65_0171,LH195
2019,MO44_PHW65_0029,LH195
2019,MO44_PHW65_0203,LH195
2019,MO44_PHW65_0244,LH195
2019,MO44_PHW65_0115,LH195
2019,MO44_PHW65_0319,LH195
2019,MO44_PHW65_0236,LH195
2019,MO44_PHW65_0080,LH195
2019,MO44_PHW65_0024,LH195
2019,MO44_PHW65_0315,LH195
2019,MO44_PHW65_0180,LH195
2019,MO44_PHW65_0103,LH195
2019,MO44_PHW65_0435,LH195
2019,MO44_PHW65_0363,LH195
2019,MO44_PHW65_0178,LH195
2019,MO44_PHW65_0092,LH195
2019,MO44_PHW65_0446,LH195
2019,MO44_PHW65_0164,LH195
2019,MO44_PHW65_0120,LH195
2019,MO44_PHW65_0121,LH195
2019,MO44_PHW65_0392,LH195
2019,MO44_PHW65_0302,LH195
2019,MO44_PHW65_0259,LH195
2019,MO44_PHW65_0174,LH195
2019,MO44_PHW65_0001,LH195
2019,MO44_PHW65_0150,LH195
2019,MO44_PHW65_0271,LH195
2019,MO44_PHW65_0328,LH195
2019,MO44_PHW65_0260,LH195
2019,MO44_PHW65_0048,LH195
2019,MO44_PHW65_0177,LH195
2019,MO44_PHW65_0185,LH195
2019,MO44_PHW65_0333,LH195
2019,MO44_PHW65_0165,LH195
2019,MO44_PHW65_0168,LH195
2019,MO44_PHW65_0151,LH195
2019,MO44_PHW65_0263,LH195
2019,MO44_PHW65_0455,LH195
2019,F42,OH43
2019,MO44_PHW65_0336,LH195
2019,MO44_PHW65_0110,LH195
2019,MO44_PHW65_0128,LH195
2019,MO44_PHW65_0163,LH195
2019,MO44_PHW65_0237,LH195
2019,PHW65_MOG_0041,LH195
2019,PHW65_MOG_0350,LH195
2019,PHW65_MOG_0277,LH195
2019,PHW65_MOG_0542,LH195
2019,PHW65_MOG_0130,LH195
2019,PHW65_MOG_0567,LH195
2019,PHW65_MOG_0467,LH195
2019,PHW65_MOG_0064,LH195
2019,PHW65_MOG_0009,LH195
2019,PHW65_MOG_0025,LH195
2019,PHW65_MOG_0436,LH195
2019,PHW65_MOG_0152,LH195
2019,PHW65_MOG_0146,LH195
2019,PHW65_MOG_0660,LH195
2019,PHW65_MOG_0287,LH195
2019,PHW65_MOG_0162,LH195
2019,MOG,LH195
2019,PHW65_MOG_0266,LH195
2019,PHW65_MOG_0513,LH195
2019,PHW65_MOG_0621,LH195
2019,B14A,MO17
2019,PHW65_MOG_0327,LH195
2019,PHW65_MOG_0178,LH195
2019,PHW65_MOG_0291,LH195
2019,PHW65_MOG_0675,LH195
2019,PHW65_MOG_0191,LH195
2019,PHW65_MOG_0075,LH195
2019,PHW65_MOG_0034,LH195
2019,PHW65_MOG_0307,LH195
2019,PHW65_MOG_0126,LH195
2019,PHW65_MOG_0173,LH195
2019,PHW65_MOG_0534,LH195
2019,PHW65_MOG_0145,LH195
2019,PHW65_MOG_0196,LH195
2019,PHW65_MOG_0300,LH195
2019,PHW65_MOG_0544,LH195
2019,PHW65_MOG_0461,LH195
2019,PHW65_MOG_0052,LH195
2019,PHW65,LH195
2019,PHW65_MOG_0055,LH195
2019,LH74,PHN82
2019,PHW65_MOG_0620,LH195
2019,PHW65_MOG_0341,LH195
2019,PHW65_MOG_0554,LH195
2019,PHW65_MOG_0153,LH195
2019,PHW65_MOG_0012,LH195
2019,PHW65_MOG_0213,LH195
2019,PHW65_MOG_0308,LH195
2019,PHW65_MOG_0305,LH195
2019,PHW65_MOG_0539,LH195
2019,PHW65_MOG_0183,LH195
2019,PHW65_MOG_0401,LH195
2019,PHW65_MOG_0087,LH195
2019,PHW65_MOG_0192,LH195
2019,PHW65_MOG_0086,LH195
2019,PHW65_MOG_0037,LH195
2019,PHW65_MOG_0140,LH195
2019,PHW65_MOG_0241,LH195
2019,PHW65_MOG_0132,LH195
2019,PHW65_MOG_0054,LH195
2019,PHW65_MOG_0551,LH195
2019,PHW65_MOG_0629,LH195
2019,PHW65_MOG_0352,LH195
2019,PHW65_MOG_0155,LH195
2019,PHW52,PHN82
2019,PHW65_MOG_0079,LH195
2019,PHW65_MOG_0133,LH195
2019,PHW65_MOG_0487,LH195
2019,PHW65_MOG_0439,LH195
2019,PHW65_MOG_0038,LH195
2019,PHW65_MOG_0312,LH195
2019,PHW65_MOG_0410,LH195
2019,PHW65_MOG_0575,LH195
2019,PHW65_MOG_0553,LH195
2019,PHW65_MOG_0117,LH195
2019,PHW65_MOG_0179,LH195
2019,PHW65_MOG_0160,LH195
2019,PHW65_MOG_0296,LH195
2019,PHW65_MOG_0306,LH195
2019,PHW65_MOG_0429,LH195
2019,PHW65_MOG_0068,LH195
2019,PHW65_MOG_0215,LH195
2019,PHW65_MOG_0696,LH195
2019,PHW65_MOG_0142,LH195
2019,PHW65_MOG_0122,LH195
2019,PHW65_MOG_0545,LH195
2019,PHW65_MOG_0384,LH195
2019,PHW65_MOG_0069,LH195
2019,PHW65_MOG_0072,LH195
2019,PHW65_MOG_0163,LH195
2019,PHW65_MOG_0159,LH195
2019,PHW65_MOG_0059,LH195
2019,PHW65_MOG_0662,LH195
2019,PHW65_MOG_0343,LH195
2019,PHW65_MOG_0512,LH195
2019,PHW65_MOG_0338,LH195
2019,PHW65_MOG_0109,LH195
2019,PHW65_MOG_0050,LH195
2019,PHW65_MOG_0268,LH195
2019,PHW65_MOG_0003,LH195
2019,PHW65_MOG_0029,LH195
2019,PHW65_MOG_0118,LH195
2019,PHW65_MOG_0156,LH195
2019,PHW65_MOG_0460,LH195
2019,PHW65_MOG_0271,LH195
2019,PHW65_MOG_0335,LH195
2019,B37,MO17
2019,PHW65_MOG_0001,LH195
2019,PHW65_MOG_0048,LH195
2019,PHW65_MOG_0315,LH195
2019,PHW65_MOG_0062,LH195
2019,PHW65_MOG_0393,LH195
2019,PHW65_MOG_0448,LH195
2019,PHW65_MOG_0124,LH195
2019,PHW65_MOG_0051,LH195
2019,CG119,CG108
2019,PHW65_MOG_0115,LH195
2019,PHW65_MOG_0314,LH195
2019,PHW65_MOG_0061,LH195
2019,PHW65_MOG_0377,LH195
2019,PHW65_MOG_0125,LH195
2019,PHW65_MOG_0119,LH195
2019,PHW65_MOG_0232,LH195
2019,PHW65_MOG_0321,LH195
2019,PHW65_MOG_0431,LH195
2019,PHW65_MOG_0111,LH195
2019,PHW65_MOG_0098,LH195
2019,PHW65_MOG_0138,LH195
2019,PHW65_MOG_0127,LH195
2019,PHW65_MOG_0172,LH195
2019,PHW65_MOG_0006,LH195
2019,PHW65_MOG_0085,LH195
2019,PHW65_MOG_0176,LH195
2019,PHW65_MOG_0517,LH195
2019,PHW65_MOG_0108,LH195
2019,PHW65_MOG_0340,LH195
2019,PHW65_MOG_0622,LH195
2019,PHW65_MOG_0326,LH195
2019,PHW65_MOG_0022,LH195
2019,PHW65_MOG_0200,LH195
2019,B73,MO17
2019,PHW65_MOG_0599,LH195
2019,PHW65_MOG_0148,LH195
2019,PHW65_MOG_0137,LH195
2019,PHW65_MOG_0190,LH195
2019,PHW65_MOG_0116,LH195
2019,PHW65_MOG_0223,LH195
2019,PHW65_MOG_0056,LH195
2019,PHW65_MOG_0139,LH195
2019,B73,PHM49
2019,PHW65_MOG_0316,LH195
2019,PHW65_MOG_0332,LH195
2019,PHW65_MOG_0157,LH195
2019,B37,OH43
2019,PHW65_MOG_0411,LH195
2019,PHW65_MOG_0040,LH195
2019,PHN11_PHW65_0077,LH195
2019,PHN11_PHW65_0129,LH195
2019,PHN11_PHW65_0386,LH195
2019,PHN11_PHW65_0137,LH195
2019,PHN11_PHW65_0139,LH195
2019,PHN11_PHW65_0288,LH195
2019,PHN11_PHW65_0432,LH195
2019,PHN11_PHW65_0105,LH195
2019,PHN11_PHW65_0266,LH195
2019,PHN11_PHW65_0378,LH195
2019,PHN11_PHW65_0385,LH195
2019,PHN11_PHW65_0343,LH195
2019,PHN11_PHW65_0180,LH195
2019,PHN11_PHW65_0190,LH195
2019,PHN11_PHW65_0056,LH195
2019,PHN11_PHW65_0355,LH195
2019,PHN11_PHW65_0138,LH195
2019,PHN11_PHW65_0022,LH195
2019,PHN11_PHW65_0424,LH195
2019,PHN11_PHW65_0021,LH195
2019,PHN11_PHW65_0301,LH195
2019,PHN11_PHW65_0003,LH195
2019,PHN11_PHW65_0322,LH195
2019,PHN11_PHW65_0478,LH195
2019,PHN11_PHW65_0427,LH195
2019,PHN11_PHW65_0398,LH195
2019,PHN11_PHW65_0481,LH195
2019,PHN11_PHW65_0372,LH195
2019,PHN11_PHW65_0390,LH195
2019,PHN11_PHW65_0345,LH195
2019,PHN11_PHW65_0074,LH195
2019,PHN11_PHW65_0354,LH195
2019,PHN11_PHW65_0365,LH195
2019,PHN11_PHW65_0062,LH195
2019,PHN11_PHW65_0057,LH195
2019,PHN11_PHW65_0227,LH195
2019,PHN11_PHW65_0241,LH195
2019,PHW52,PHM49
2019,PHN11_PHW65_0109,LH195
2019,PHN11_PHW65_0278,LH195
2019,PHN11_PHW65_0499,LH195
2019,2369,LH123HT
2019,PHN11_PHW65_0059,LH195
2019,PHN11_PHW65_0010,LH195
2019,F42,H95
2019,PHN11_PHW65_0070,LH195
2019,PHN11_PHW65_0063,LH195
2019,PHN11_PHW65_0094,LH195
2019,B14A,OH43
2019,PHN11_PHW65_0451,LH195
2019,PHN11_PHW65_0505,LH195
2019,PHN11_PHW65_0286,LH195
2019,PHN11_PHW65_0248,LH195
2019,PHN11_PHW65_0071,LH195
2019,PHN11_PHW65_0168,LH195
2019,PHN11_PHW65_0285,LH195
2019,PHN11_PHW65_0132,LH195
2019,PHN11_PHW65_0100,LH195
2019,PHN11_PHW65_0237,LH195
2019,PHN11_PHW65_0604,LH195
2019,PHN11_PHW65_0107,LH195
2019,PHN11_PHW65_0144,LH195
2019,PHN11_PHW65_0179,LH195
2019,PHN11_PHW65_0274,LH195
2019,PHN11_PHW65_0143,LH195
2019,PHN11_PHW65_0323,LH195
2019,PHN11_PHW65_0410,LH195
2019,PHN11_PHW65_0209,LH195
2019,PHN11_PHW65_0359,LH195
2019,PHN11_PHW65_0353,LH195
2019,PHN11_PHW65_0069,LH195
2019,PHN11_PHW65_0125,LH195
2019,PHN11_PHW65_0089,LH195
2019,PHN11_PHW65_0284,LH195
2019,PHN11_PHW65_0088,LH195
2019,PHN11_PHW65_0101,LH195
2019,PHN11_PHW65_0081,LH195
2019,PHN11_PHW65_0347,LH195
2019,PHN11_PHW65_0023,LH195
2019,PHN11_PHW65_0422,LH195
2019,PHN11_PHW65_0277,LH195
2019,PHN11_PHW65_0223,LH195
2019,PHN11_PHW65_0310,LH195
2019,PHN11_PHW65_0256,LH195
2019,PHN11_PHW65_0154,LH195
2019,PHN11_PHW65_0612,LH195
2019,B37,H95
2019,PHN11_PHW65_0119,LH195
2019,PHN11_PHW65_0344,LH195
2019,PHN11_PHW65_0320,LH195
2019,PHN11_PHW65_0329,LH195
2019,PHN11_PHW65_0205,LH195
2019,PHN11_PHW65_0402,LH195
2019,PHN11_PHW65_0084,LH195
2019,PHN11_PHW65_0035,LH195
2019,PHN11_PHW65_0225,LH195
2019,PHN11_PHW65_0393,LH195
2019,PHG39,PHN82
2019,PHN11_PHW65_0453,LH195
2019,PHN11_PHW65_0333,LH195
2019,PHN11_PHW65_0016,LH195
2019,PHN11_PHW65_0455,LH195
2019,PHN11_PHW65_0358,LH195
2019,PHN11_PHW65_0302,LH195
2019,PHN11_PHW65_0172,LH195
2019,PHN11_PHW65_0260,LH195
2019,PHN11_PHW65_0294,LH195
2019,PHN11_PHW65_0614,LH195
2019,PHN11_PHW65_0141,LH195
2019,PHN11,LH195
2019,PHN11_PHW65_0374,LH195
2019,PHN11_PHW65_0118,LH195
2019,PHN11_PHW65_0206,LH195
2019,PHN11_PHW65_0382,LH195
2019,PHN11_PHW65_0050,LH195
2019,PHN11_PHW65_0346,LH195
2019,CG44,CGR01
2019,PHN11_PHW65_0092,LH195
2019,PHN11_PHW65_0491,LH195
2019,PHW65,LH195
2019,PHN11_PHW65_0114,LH195
2019,PHN11_PHW65_0291,LH195
2019,PHN11_PHW65_0552,LH195
2019,PHN11_PHW65_0282,LH195
2019,PHN11_PHW65_0275,LH195
2019,PHN11_PHW65_0443,LH195
2019,PHN11_PHW65_0387,LH195
2019,PHN11_PHW65_0328,LH195
2019,PHN11_PHW65_0408,LH195
2019,PHN11_PHW65_0017,LH195
2019,PHN11_PHW65_0065,LH195
2019,PHN11_PHW65_0110,LH195
2019,PHN11_PHW65_0316,LH195
2019,PHN11_PHW65_0178,LH195
2019,PHN11_PHW65_0133,LH195
2019,PHN11_PHW65_0087,LH195
2019,PHN11_PHW65_0251,LH195
2019,PHN11_PHW65_0464,LH195
2019,PHN11_PHW65_0216,LH195
2019,PHN11_PHW65_0548,LH195
2019,PHN11_PHW65_0224,LH195
2019,PHN11_PHW65_0184,LH195
2019,PHN11_PHW65_0305,LH195
2019,B37,H95
2019,PHW65_MOG_0067,PHT69
2019,PHW65_MOG_0173,PHT69
2019,PHW65_MOG_0444,PHT69
2019,PHW65_MOG_0180,PHT69
2019,PHW65_MOG_0223,PHT69
2019,PHW65_MOG_0138,PHT69
2019,PHW65_MOG_0517,PHT69
2019,CG119,CG108
2019,CG119,CG108
2019,PHW65_MOG_0463,PHT69
2019,B37,OH43
2019,PHW65_MOG_0329,PHT69
2019,PHW65_MOG_0633,PHT69
2019,PHW65_MOG_0017,PHT69
2019,PHW65_MOG_0200,PHT69
2019,PHW65_MOG_0296,PHT69
2019,PHW65_MOG_0377,PHT69
2019,B37,H95
2019,PHW65_MOG_0018,PHT69
2019,PHW65_MOG_0449,PHT69
2019,PHW65_MOG_0121,PHT69
2019,PHW65_MOG_0499,PHT69
2019,PHN11_PHW65_0614,PHT69
2019,PHW65_MOG_0117,PHT69
2019,PHN11_PHW65_0604,PHT69
2019,PHW65_MOG_0350,PHT69
2019,PHW65_MOG_0291,PHT69
2019,PHW65_MOG_0513,PHT69
2019,PHW65_MOG_0156,PHT69
2019,PHW65_MOG_0327,PHT69
2019,PHW65_MOG_0052,PHT69
2019,PHW65_MOG_0569,PHT69
2019,PHW65_MOG_0431,PHT69
2019,PHW65_MOG_0006,PHT69
2019,PHW65_MOG_0024,PHT69
2019,PHW65_MOG_0085,PHT69
2019,PHW65_MOG_0143,PHT69
2019,PHW65_MOG_0410,PHT69
2019,PHW65_MOG_0063,PHT69
2019,PHW65_MOG_0250,PHT69
2019,PHW65_MOG_0393,PHT69
2019,PHW65_MOG_0170,PHT69
2019,PHW65_MOG_0294,PHT69
2019,PHW65_MOG_0569,PHT69
2019,PHW65_MOG_0106,PHT69
2019,PHW65_MOG_0651,PHT69
2019,PHW65_MOG_0620,PHT69
2019,PHW65_MOG_0133,PHT69
2019,PHW65_MOG_0130,PHT69
2019,PHW65_MOG_0306,PHT69
2019,PHW65_MOG_0545,PHT69
2019,PHW65_MOG_0316,PHT69
2019,PHW65_MOG_0071,PHT69
2019,PHW65_MOG_0381,PHT69
2019,PHW65_MOG_0215,PHT69
2019,PHW65_MOG_0056,PHT69
2019,PHW65_MOG_0224,PHT69
2019,PHW65_MOG_0201,PHT69
2019,PHW65_MOG_0025,PHT69
2019,PHW65_MOG_0421,PHT69
2019,PHW65_MOG_0217,PHT69
2019,PHW65_MOG_0115,PHT69
2019,CG44,CGR01
2019,MOG,PHT69
2019,PHW65_MOG_0009,PHT69
2019,PHW65_MOG_0003,PHT69
2019,PHW65_MOG_0338,PHT69
2019,PHW65_MOG_0179,PHT69
2019,PHW65_MOG_0038,PHT69
2019,PHW65_MOG_0172,PHT69
2019,PHW65_MOG_0085,PHT69
2019,PHW65_MOG_0150,PHT69
2019,PHW65_MOG_0128,PHT69
2019,PHW65_MOG_0375,PHT69
2019,B37,MO17
2019,PHW65_MOG_0125,PHT69
2019,B37,H95
2019,PHW65_MOG_0029,PHT69
2019,PHW65_MOG_0591,PHT69
2019,PHW65_MOG_0287,PHT69
2019,PHW65_MOG_0423,PHT69
2019,PHW65_MOG_0133,PHT69
2019,PHW65_MOG_0195,PHT69
2019,PHW65_MOG_0036,PHT69
2019,PHW65_MOG_0461,PHT69
2019,PHW65_MOG_0218,PHT69
2019,PHW65_MOG_0534,PHT69
2019,PHW65_MOG_0392,PHT69
2019,PHW65_MOG_0352,PHT69
2019,PHW65,PHT69
2019,PHW65_MOG_0583,PHT69
2019,PHW65_MOG_0393,PHT69
2019,PHW65_MOG_0511,PHT69
2019,PHN11_PHW65_0178,PHT69
2019,PHN11_PHW65_0514,PHT69
2019,PHN11_PHW65_0079,PHT69
2019,PHN11_PHW65_0402,PHT69
2019,PHN11_PHW65_0058,PHT69
2019,PHN11_PHW65_0248,PHT69
2019,PHN11_PHW65_0408,PHT69
2019,PHN11_PHW65_0061,PHT69
2019,PHN11_PHW65_0217,PHT69
2019,PHN11_PHW65_0071,PHT69
2019,PHN11_PHW65_0225,PHT69
2019,PHN11_PHW65_0353,PHT69
2019,PHN11_PHW65_0453,PHT69
2019,PHN11_PHW65_0107,PHT69
2019,PHN11_PHW65_0301,PHT69
2019,PHN11_PHW65_0329,PHT69
2019,PHN11_PHW65_0015,PHT69
2019,PHN11_PHW65_0138,PHT69
2019,PHN11_PHW65_0086,PHT69
2019,PHN11_PHW65_0285,PHT69
2019,PHN11_PHW65_0358,PHT69
2019,PHN11_PHW65_0421,PHT69
2019,PHN11_PHW65_0075,PHT69
2019,F42,OH43
2019,PHN11_PHW65_0167,PHT69
2019,CGR01,CG44
2019,PHN11_PHW65_0604,PHT69
2019,PHN11_PHW65_0106,PHT69
2019,PHN11_PHW65_0612,PHT69
2019,PHN11_PHW65_0341,PHT69
2019,PHN11_PHW65_0245,PHT69
2019,PHN11_PHW65_0336,PHT69
2019,B37,MO17
2019,PHW65,PHT69
2019,PHN11_PHW65_0114,PHT69
2019,PHN11_PHW65_0194,PHT69
2019,PHN11_PHW65_0146,PHT69
2019,PHN11_PHW65_0096,PHT69
2019,PHN11_PHW65_0016,PHT69
2019,PHN11_PHW65_0021,PHT69
2019,PHN11_PHW65_0212,PHT69
2019,PHN11_PHW65_0378,PHT69
2019,PHN11_PHW65_0168,PHT69
2019,PHN11_PHW65_0100,PHT69
2019,PHN11,PHT69
2019,PHW52,PHM49
2019,PHN11_PHW65_0294,PHT69
2019,F42,OH43
2019,PHN11_PHW65_0003,PHT69
2019,PHN11_PHW65_0133,PHT69
2019,PHN11_PHW65_0179,PHT69
2019,PHN11_PHW65_0316,PHT69
2019,2369,LH123HT
2019,PHN11_PHW65_0360,PHT69
2019,PHN11_PHW65_0494,PHT69
2019,PHN11_PHW65_0063,PHT69
2019,PHN11_PHW65_0491,PHT69
2019,PHN11_PHW65_0310,PHT69
2019,PHN11_PHW65_0114,PHT69
2019,PHN11_PHW65_0077,PHT69
2019,PHN11_PHW65_0073,PHT69
2019,PHN11_PHW65_0049,PHT69
2019,PHN11_PHW65_0221,PHT69
2019,PHN11_PHW65_0402,PHT69
2019,PHN11_PHW65_0443,PHT69
2019,PHN11_PHW65_0284,PHT69
2019,PHN11_PHW65_0369,PHT69
2019,PHN11_PHW65_0343,PHT69
2019,PHN11_PHW65_0604,PHT69
2019,PHN11_PHW65_0354,PHT69
2019,PHN11_PHW65_0035,PHT69
2019,PHN11_PHW65_0312,PHT69
2019,PHN11_PHW65_0065,PHT69
2019,PHN11_PHW65_0167,PHT69
2019,PHN11_PHW65_0322,PHT69
2019,PHN11_PHW65_0274,PHT69
2019,F42,OH43
2019,PHN11_PHW65_0258,PHT69
2019,PHN11_PHW65_0614,PHT69
2019,PHN11_PHW65_0448,PHT69
2019,PHN11_PHW65_0577,PHT69
2019,PHN11_PHW65_0056,PHT69
2019,PHN11_PHW65_0260,PHT69
2019,PHN11_PHW65_0155,PHT69
2019,PHN11_PHW65_0548,PHT69
2019,PHN11_PHW65_0074,PHT69
2019,OH43,B37
2019,PHN11_PHW65_0023,PHT69
2019,PHN11_PHW65_0048,PHT69
2019,PHN11_PHW65_0315,PHT69
2019,PHN11_PHW65_0300,PHT69
2019,PHN11_PHW65_0011,PHT69
2019,MO44_PHW65_0171,PHT69
2019,MO44_PHW65_0074,PHT69
2019,MO44,PHT69
2019,MO44_PHW65_0167,PHT69
2019,MO44_PHW65_0139,PHT69
2019,MO44_PHW65_0073,PHT69
2019,MO44_PHW65_0214,PHT69
2019,MO44_PHW65_0253,PHT69
2019,MO44_PHW65_0110,PHT69
2019,B37,H95
2019,MO44_PHW65_0033,PHT69
2019,MO44_PHW65_0319,PHT69
2019,MO44_PHW65_0160,PHT69
2019,MO44_PHW65_0220,PHT69
2019,MO44_PHW65_0140,PHT69
2019,MO44_PHW65_0247,PHT69
2019,MO44_PHW65_0168,PHT69
2019,H95,B14A
2019,MO44_PHW65_0056,PHT69
2019,MO44_PHW65_0319,PHT69
2019,MO44_PHW65_0321,PHT69
2019,MO44_PHW65_0067,PHT69
